ERR10671864-Aligned.out.sorted.bam ERR10671865-Aligned.out.sorted.bam ERR10671866-Aligned.out.sorted.bam ERR10671867-Aligned.out.sorted.bam SRR7405885-Aligned.out.sorted.bam
PP4_RS14625 9 3 7 0 1
PP4_RS14630 39 41 51 0 171
PP4_RS14635 28 23 18 0 100
PP4_RS14640 2 3 1 0 2
PP4_RS14645 45 65 45 0 104
PP4_RS14650 411 423 411 0 889
PP4_RS14655 102 84 86 0 31
PP4_RS14660 83 97 92 0 4
PP4_RS14665 971 868 933 0 110
PP4_RS14670 2497 2631 2516 0 92
PP4_RS14675 122 106 106 0 165
PP4_RS14680 87 99 95 0 8312
PP4_RS14685 15 18 7 0 1237
PP4_RS14690 603 654 656 0 612
PP4_RS14695 502 484 520 0 912
PP4_RS14700 329 352 321 0 128
PP4_RS14705 126 107 116 0 119
PP4_RS14710 184 210 206 0 8
PP4_RS14715 233 184 212 0 13
PP4_RS14720 156 197 166 0 68
PP4_RS14725 2 1 3 0 0
PP4_RS14730 11 7 6 0 14
PP4_RS14735 1 1 1 0 0
PP4_RS14740 11 8 3 0 7
PP4_RS14745 81 57 69 0 69
PP4_RS14750 190 189 161 0 88
PP4_RS14755 45 51 59 0 183
PP4_RS14760 194 196 208 0 180
PP4_RS14765 9 10 20 0 53
PP4_RS14770 6 3 11 0 62
PP4_RS14775 3 2 3 0 6
PP4_RS14780 3 5 0 0 8
PP4_RS14785 20 14 20 0 14
PP4_RS14790 86 79 86 0 182
PP4_RS14795 0 0 0 0 0
PP4_RS14800 9 3 7 0 1
PP4_RS14805 7 11 8 0 5
PP4_RS14810 9 14 10 0 9
PP4_RS14815 8 11 13 0 17
PP4_RS14820 49 45 45 0 29
PP4_RS14825 13 6 12 0 0
PP4_RS14830 1129 1099 1219 0 227
PP4_RS14835 28 29 39 0 0
PP4_RS14840 796 820 807 0 1444
PP4_RS14845 5 6 7 0 2
PP4_RS14850 4 5 3 0 1
PP4_RS14855 2 2 1 0 0
PP4_RS14860 2 1 0 0 5
PP4_RS14865 6 7 2 0 277
PP4_RS14870 26 17 12 0 52
PP4_RS14875 81 93 89 0 47
PP4_RS14880 20 23 21 0 12
PP4_RS14885 13 12 9 0 3
PP4_RS14890 1 5 4 0 0
PP4_RS14895 12 11 19 0 11
PP4_RS14900 55 81 68 0 100
PP4_RS14905 91 88 66 0 46
PP4_RS14910 15 10 8 0 14
PP4_RS14915 0 0 0 0 0
PP4_RS14920 4 10 12 0 6
PP4_RS14925 9 15 9 0 27
PP4_RS14930 47 56 45 0 43
PP4_RS14935 9 7 6 0 13
PP4_RS14940 13 13 11 0 14
PP4_RS14945 157 160 167 0 322
PP4_RS14950 70 74 65 0 38
PP4_RS14955 36 39 42 0 32
PP4_RS14960 15 8 15 0 66
PP4_RS14965 5 2 4 0 12
PP4_RS14970 0 2 1 0 5
PP4_RS14975 0 2 2 0 1
PP4_RS14980 10 17 12 0 49
PP4_RS14985 1 1 0 0 2
PP4_RS14990 1 0 1 0 5
PP4_RS14995 7 6 5 0 19
PP4_RS15000 57 59 47 0 59
PP4_RS15005 17 16 17 0 47
PP4_RS15010 23 24 30 0 155
PP4_RS15015 8 10 7 0 4
PP4_RS15020 7 9 11 0 43
PP4_RS15025 0 0 0 0 0
PP4_RS15030 11 8 10 0 13
PP4_RS15035 11 16 15 0 3
PP4_RS15040 6 10 6 0 4
PP4_RS15045 10 11 11 0 14
PP4_RS15050 10 7 10 0 7
PP4_RS15055 0 0 0 0 0
PP4_RS15060 2 1 0 0 0
PP4_RS15065 170 131 142 0 245
PP4_RS15070 39 44 62 0 179
PP4_RS15075 0 0 0 0 0
PP4_RS15080 0 0 0 0 0
PP4_RS15085 0 0 0 0 0
PP4_RS15090 0 0 0 0 0
PP4_RS15095 2 1 0 0 0
PP4_RS15100 0 0 0 0 0
PP4_RS15105 0 0 0 0 0
PP4_RS15110 0 0 0 0 0
PP4_RS15115 0 0 0 0 0
PP4_RS15130 0 0 0 0 0
PP4_RS15135 0 0 0 0 0
PP4_RS15140 0 0 0 0 0
PP4_RS15150 0 0 0 0 0
PP4_RS15155 0 0 0 0 0
PP4_RS15165 12 15 24 0 65
PP4_RS15170 4 1 2 0 6
PP4_RS15175 18 16 30 0 29
PP4_RS15180 0 0 0 0 0
PP4_RS15185 0 0 0 0 0
PP4_RS15190 0 0 0 0 0
PP4_RS15195 0 0 0 0 0
PP4_RS15200 0 0 0 0 0
PP4_RS15205 0 0 0 0 0
PP4_RS15210 0 0 0 0 0
PP4_RS15215 0 0 0 0 1
PP4_RS15220 0 0 0 0 0
PP4_RS15225 0 0 0 0 0
PP4_RS15230 0 0 0 0 0
PP4_RS15235 0 0 0 0 0
PP4_RS15240 0 3 0 0 1
PP4_RS15245 1 4 1 0 3
PP4_RS15250 0 0 0 0 0
PP4_RS15255 1 1 0 0 0
PP4_RS15260 1 9 3 0 3
PP4_RS15265 13 19 12 0 21
PP4_RS15270 1 3 0 0 0
PP4_RS15275 0 0 0 0 0
PP4_RS15280 0 1 0 0 0
PP4_RS15285 0 0 0 0 0
PP4_RS15290 0 0 0 0 0
PP4_RS15295 0 0 0 0 0
PP4_RS15300 0 0 0 0 0
PP4_RS15305 0 0 0 0 0
PP4_RS15310 0 0 0 0 0
PP4_RS15315 0 0 0 0 0
PP4_RS15320 0 0 0 0 0
PP4_RS15325 0 0 0 0 0
PP4_RS15330 1 0 0 0 0
PP4_RS15335 0 0 0 0 0
PP4_RS15340 0 0 0 0 0
PP4_RS15345 0 0 0 0 0
PP4_RS15350 0 0 0 0 0
PP4_RS15355 0 0 0 0 0
PP4_RS15360 1 0 0 0 0
PP4_RS15365 0 0 0 0 0
PP4_RS15370 0 0 0 0 0
PP4_RS15375 0 0 0 0 0
PP4_RS15380 0 0 0 0 0
PP4_RS15385 0 0 0 0 0
PP4_RS15390 0 0 0 0 0
PP4_RS15395 0 1 1 0 1
PP4_RS15400 0 0 0 0 0
PP4_RS15405 0 0 0 0 0
PP4_RS15410 0 0 0 0 0
PP4_RS15415 0 1 1 0 0
PP4_RS15420 0 0 0 0 0
PP4_RS15425 0 0 0 0 0
PP4_RS15430 0 0 0 0 0
PP4_RS15435 0 0 0 0 0
PP4_RS15440 6 11 4 0 0
PP4_RS15445 0 0 0 0 0
PP4_RS15450 0 0 0 0 0
PP4_RS15455 0 0 0 0 0
PP4_RS15460 0 0 0 0 0
PP4_RS15465 0 0 0 0 0
PP4_RS15470 0 0 0 0 0
PP4_RS15475 0 0 0 0 0
PP4_RS15480 0 0 0 0 0
PP4_RS15485 0 0 0 0 0
PP4_RS15490 0 1 0 0 0
PP4_RS15495 3 1 1 0 0
PP4_RS15500 0 0 0 0 0
PP4_RS15505 24 18 25 0 5
PP4_RS15515 0 0 0 0 0
PP4_RS15520 0 0 0 0 0
PP4_RS15525 0 0 0 0 0
PP4_RS15530 0 0 0 0 0
PP4_RS15535 0 0 0 0 0
PP4_RS15540 0 0 0 0 0
PP4_RS15545 1 2 0 0 0
PP4_RS15550 0 0 0 0 0
PP4_RS15555 0 0 0 0 0
PP4_RS15560 0 0 0 0 0
PP4_RS15565 0 0 0 0 0
PP4_RS15575 0 0 0 0 0
PP4_RS15580 0 0 0 0 0
PP4_RS15585 0 0 0 0 0
PP4_RS15590 0 0 0 0 0
PP4_RS15595 0 0 0 0 0
PP4_RS15600 0 0 0 0 0
PP4_RS15605 0 0 0 0 0
PP4_RS15610 0 0 0 0 0
PP4_RS15615 0 0 0 0 0
PP4_RS15620 0 0 0 0 0
PP4_RS15625 0 0 0 0 0
PP4_RS15630 0 0 0 0 0
PP4_RS15640 0 0 0 0 0
PP4_RS15645 0 0 0 0 0
PP4_RS15650 0 0 0 0 0
PP4_RS15655 0 0 0 0 0
PP4_RS15660 0 0 0 0 0
PP4_RS15665 0 0 0 0 0
PP4_RS15670 0 0 0 0 0
PP4_RS15675 0 0 0 0 0
PP4_RS15680 0 0 0 0 0
PP4_RS15685 0 0 0 0 0
PP4_RS15695 0 0 0 0 0
PP4_RS15700 0 0 0 0 0
PP4_RS15710 2 7 3 0 6
PP4_RS15715 5 3 3 0 0
PP4_RS15720 8 9 5 0 4
PP4_RS15725 34 40 42 0 24
PP4_RS15730 1 0 1 0 0
PP4_RS15735 1 2 1 0 0
PP4_RS15740 0 0 0 0 0
PP4_RS15745 0 2 0 0 4
PP4_RS15750 0 0 0 0 0
PP4_RS15755 0 0 0 0 0
PP4_RS15760 0 0 0 0 0
PP4_RS15765 0 0 0 0 0
PP4_RS15770 0 0 0 0 0
PP4_RS15775 0 0 0 0 0
PP4_RS15780 0 0 0 0 0
PP4_RS15785 0 0 0 0 0
PP4_RS15795 0 0 0 0 0
PP4_RS15800 9 5 7 0 4
PP4_RS15805 8 7 10 0 21
PP4_RS15810 8 7 5 0 14
PP4_RS15815 24 19 26 0 18
PP4_RS15820 36 27 25 0 12
PP4_RS15825 9 5 5 0 8
PP4_RS15830 4 6 4 0 0
PP4_RS15835 17 14 13 0 99
PP4_RS15840 5 4 7 0 40
PP4_RS15845 6 7 5 0 17
PP4_RS15850 20 16 20 0 35
PP4_RS15855 0 0 0 0 0
PP4_RS15860 0 0 0 0 0
PP4_RS15865 0 0 0 0 0
PP4_RS15870 0 0 0 0 0
PP4_RS15880 39 31 23 0 16
PP4_RS15885 162 154 192 0 134
PP4_RS15890 97 77 97 0 28
PP4_RS15895 15 11 16 0 37
PP4_RS15900 0 0 1 0 0
PP4_RS15905 1 3 1 0 1
PP4_RS15910 4 3 1 0 0
PP4_RS15915 1 3 4 0 0
PP4_RS15920 20 27 36 0 51
PP4_RS15925 2 0 1 0 0
PP4_RS15930 6 4 3 0 0
PP4_RS15935 3 4 3 0 5
PP4_RS15940 8 4 7 0 12
PP4_RS15945 3 11 6 0 11
PP4_RS15950 12 4 3 0 9
PP4_RS15955 21 14 12 0 11
PP4_RS15960 8 1 4 0 11
PP4_RS15965 27 39 38 0 36
PP4_RS15970 7 7 10 0 20
PP4_RS15975 8 7 7 0 5
PP4_RS15980 12 15 9 0 25
PP4_RS15985 3 12 5 0 3
PP4_RS15990 57 45 45 0 156
PP4_RS15995 7 15 16 0 70
PP4_RS16000 12 24 14 0 162
PP4_RS16005 18 15 22 0 235
PP4_RS16010 40 35 33 0 867
PP4_RS16015 0 0 0 0 0
PP4_RS16020 1 0 0 0 0
PP4_RS16025 0 0 0 0 0
PP4_RS16030 0 1 0 0 0
PP4_RS16035 0 0 0 0 0
PP4_RS16040 0 1 1 0 0
PP4_RS16045 6 11 9 0 9
PP4_RS16050 4 5 5 0 1
PP4_RS16055 5 0 6 0 9
PP4_RS16060 347 378 375 0 14
PP4_RS16065 0 0 0 0 0
PP4_RS16070 17 13 15 0 36
PP4_RS16075 1 3 1 0 9
PP4_RS16080 35 29 20 0 189
PP4_RS16085 9 6 7 0 4
PP4_RS16090 0 0 0 0 0
PP4_RS16095 0 0 0 0 0
PP4_RS16100 10 13 10 0 15
PP4_RS16105 14 13 12 0 15
PP4_RS16110 3 4 1 0 0
PP4_RS16115 2 7 2 0 0
PP4_RS16120 0 0 0 0 0
PP4_RS16125 0 0 0 0 0
PP4_RS16130 1 0 0 0 0
PP4_RS16135 0 0 0 0 0
PP4_RS16145 0 0 0 0 0
PP4_RS16150 18 15 12 0 27
PP4_RS16155 17 21 11 0 21
PP4_RS16160 0 0 0 0 0
PP4_RS16165 0 0 0 0 0
PP4_RS16170 0 0 0 0 0
PP4_RS16175 0 0 0 0 0
PP4_RS16180 0 0 0 0 0
PP4_RS16185 2 3 4 0 0
PP4_RS16195 9 7 3 0 9
PP4_RS16200 0 2 3 0 1
PP4_RS16205 7 3 6 0 2
PP4_RS16210 13 18 14 0 10
PP4_RS16215 0 1 0 0 0
PP4_RS16220 0 0 0 0 0
PP4_RS16225 3 2 1 0 0
PP4_RS16230 0 0 0 0 0
PP4_RS16235 20 7 21 0 0
PP4_RS16240 89 87 86 0 28
PP4_RS16245 0 0 0 0 0
PP4_RS16250 0 0 0 0 0
PP4_RS16255 0 0 0 0 0
PP4_RS16260 0 0 0 0 0
PP4_RS16265 0 0 0 0 0
PP4_RS16270 0 0 0 0 0
PP4_RS16275 0 0 0 0 0
PP4_RS16280 0 0 0 0 0
PP4_RS16285 10 14 9 0 0
PP4_RS16290 0 4 2 0 1
PP4_RS16295 1 1 1 0 1
PP4_RS16300 1 0 1 0 0
PP4_RS16305 1 3 2 0 0
PP4_RS16310 58 72 73 0 46
PP4_RS16320 0 0 0 0 0
PP4_RS16325 0 0 0 0 0
PP4_RS16330 0 0 0 0 0
PP4_RS16335 7 9 11 0 45
PP4_RS16340 3 1 1 0 0
PP4_RS16345 1 3 1 0 0
PP4_RS16350 13 15 17 0 3
PP4_RS16355 14 10 8 0 3
PP4_RS16360 23 11 16 0 147
PP4_RS16365 7 16 19 0 13
PP4_RS16370 16 36 42 0 52
PP4_RS16375 19 11 10 0 19
PP4_RS16380 9 14 11 0 16
PP4_RS16385 5 9 6 0 3
PP4_RS16390 0 0 0 0 0
PP4_RS16395 2 3 3 0 0
PP4_RS16400 0 0 0 0 0
PP4_RS16405 0 0 0 0 0
PP4_RS16410 0 0 0 0 0
PP4_RS16415 0 0 0 0 0
PP4_RS16420 0 0 0 0 0
PP4_RS16425 0 0 0 0 0
PP4_RS16430 0 0 0 0 0
PP4_RS16435 0 0 0 0 0
PP4_RS16440 38 46 27 0 328
PP4_RS16445 0 1 0 0 0
PP4_RS16450 0 0 0 0 0
PP4_RS16455 0 0 0 0 0
PP4_RS16460 0 1 2 0 0
PP4_RS16465 0 0 0 0 0
PP4_RS16470 0 0 0 0 0
PP4_RS16475 0 0 1 0 0
PP4_RS16480 1 1 2 0 3
PP4_RS16485 0 0 1 0 0
PP4_RS16490 0 0 1 0 0
PP4_RS16495 0 0 0 0 0
PP4_RS16500 1 0 1 0 0
PP4_RS16505 0 0 0 0 0
PP4_RS16510 17 24 10 0 245
PP4_RS16515 26 33 29 0 221
PP4_RS16520 4 1 0 0 0
PP4_RS16525 0 0 0 0 0
PP4_RS16530 25 28 28 0 63
PP4_RS16535 25 18 26 0 6
PP4_RS16540 99 98 94 0 149
PP4_RS16545 47 37 55 0 120
PP4_RS16550 103 91 85 0 147
PP4_RS16555 0 0 0 0 0
PP4_RS16560 6 11 9 0 4
PP4_RS16565 36 30 21 0 72
PP4_RS16570 10 8 8 0 9
PP4_RS16575 72 76 76 0 75
PP4_RS16580 36 34 34 0 62
PP4_RS16585 32 29 32 0 36
PP4_RS16590 0 0 0 0 0
PP4_RS16595 0 0 0 0 0
PP4_RS16600 0 0 0 0 0
PP4_RS16605 0 0 0 0 0
PP4_RS16610 17 9 21 0 32
PP4_RS16615 0 0 0 0 0
PP4_RS16620 0 0 0 0 0
PP4_RS16625 0 0 0 0 0
PP4_RS16630 0 0 0 0 0
PP4_RS16635 0 0 0 0 0
PP4_RS16640 0 0 0 0 0
PP4_RS16645 0 0 0 0 0
PP4_RS16650 0 0 0 0 0
PP4_RS16655 0 0 0 0 0
PP4_RS16660 0 0 0 0 0
PP4_RS16665 0 0 0 0 0
PP4_RS16670 0 0 0 0 0
PP4_RS16675 0 0 0 0 0
PP4_RS16680 0 0 0 0 0
PP4_RS16685 0 0 0 0 0
PP4_RS16690 0 0 0 0 0
PP4_RS16695 0 0 0 0 0
PP4_RS16700 0 0 1 0 0
PP4_RS16705 0 0 0 0 0
PP4_RS16710 0 0 0 0 0
PP4_RS16715 0 0 0 0 0
PP4_RS16720 0 0 0 0 0
PP4_RS16725 0 0 0 0 0
PP4_RS16730 0 0 0 0 0
PP4_RS16735 0 0 0 0 0
PP4_RS16740 0 0 0 0 0
PP4_RS16745 0 0 0 0 0
PP4_RS16750 0 0 0 0 0
PP4_RS16755 0 0 0 0 0
PP4_RS16760 0 0 0 0 0
PP4_RS16765 0 0 0 0 0
PP4_RS16770 0 0 0 0 0
PP4_RS16775 0 0 0 0 0
PP4_RS16780 2 0 1 0 1
PP4_RS16790 1 0 2 0 1
PP4_RS16795 0 1 0 0 0
PP4_RS16800 123 126 140 0 341
PP4_RS16805 58 55 40 0 115
PP4_RS16810 43 33 35 0 55
PP4_RS16815 6 5 5 0 4
PP4_RS16820 137 154 136 0 199
PP4_RS16825 8 6 11 0 21
PP4_RS16830 0 1 2 0 4
PP4_RS16835 7 12 11 0 68
PP4_RS16840 11 13 14 0 20
PP4_RS16845 60 58 56 0 98
PP4_RS16850 0 0 0 0 0
PP4_RS16855 0 0 0 0 0
PP4_RS16860 0 0 0 0 0
PP4_RS16865 0 0 2 0 1
PP4_RS16870 103 117 109 0 65
PP4_RS16875 101 101 107 0 105
PP4_RS16880 0 0 0 0 0
PP4_RS16885 0 0 0 0 0
PP4_RS16890 0 0 0 0 0
PP4_RS16895 0 0 0 0 0
PP4_RS16900 0 1 1 0 0
PP4_RS16905 0 0 0 0 0
PP4_RS16910 0 0 0 0 0
PP4_RS16915 0 0 0 0 0
PP4_RS16920 18 27 28 0 34
PP4_RS16925 0 0 0 0 0
PP4_RS16930 86 88 84 0 20
PP4_RS16935 35 27 39 0 65
PP4_RS16940 15 12 13 0 34
PP4_RS16945 0 0 0 0 0
PP4_RS16950 9 22 13 0 23
PP4_RS16955 38 24 19 0 57
PP4_RS16960 11 19 13 0 47
PP4_RS16965 28 36 41 0 106
PP4_RS16970 0 0 0 0 0
PP4_RS16975 0 0 0 0 0
PP4_RS16980 0 0 0 0 0
PP4_RS16985 0 0 0 0 0
PP4_RS16990 0 0 0 0 0
PP4_RS16995 23 18 24 0 74
PP4_RS17000 151 131 141 0 150
PP4_RS17005 362 394 367 0 197
PP4_RS17010 10 13 14 0 12
PP4_RS17015 1 0 0 0 0
PP4_RS17020 13 13 11 0 9
PP4_RS17025 6 6 10 0 6
PP4_RS17030 17 21 28 0 46
PP4_RS17035 6 8 5 0 3
PP4_RS17040 2 0 1 0 0
PP4_RS17045 0 0 0 0 0
PP4_RS17050 0 1 0 0 0
PP4_RS17055 0 2 0 0 2
PP4_RS17060 5 7 8 0 1
PP4_RS17065 4 10 3 0 3
PP4_RS17070 3 4 8 0 23
PP4_RS17075 12 23 17 0 116
PP4_RS17080 0 0 0 0 0
PP4_RS17085 0 0 0 0 0
PP4_RS17090 0 0 0 0 0
PP4_RS17095 3 10 5 0 32
PP4_RS17100 9 9 11 0 23
PP4_RS17105 0 1 1 0 0
PP4_RS17110 0 0 0 0 5
PP4_RS17115 3 9 8 0 6
PP4_RS17120 5 3 2 0 7
PP4_RS17125 10 12 15 0 14
PP4_RS17130 0 0 0 0 0
PP4_RS17140 11 16 18 0 40
PP4_RS17145 27 30 23 0 69
PP4_RS17150 7 9 9 0 7
PP4_RS17155 9 10 9 0 16
PP4_RS17160 13 16 17 0 38
PP4_RS17165 48 56 53 0 73
PP4_RS17170 1294 1253 1296 0 3950
PP4_RS17175 62 75 74 0 90
PP4_RS17180 79 57 59 0 68
PP4_RS17185 172 203 183 0 311
PP4_RS17190 13 21 26 0 41
PP4_RS17195 41 44 40 0 20
PP4_RS17200 46 46 41 0 6
PP4_RS17205 821 852 839 0 523
PP4_RS17210 201 181 201 0 164
PP4_RS17215 144 127 122 0 91
PP4_RS17220 10 14 4 0 10
PP4_RS17225 4 6 2 0 20
PP4_RS17230 3 3 4 0 10
PP4_RS17235 18 16 20 0 59
PP4_RS17240 2 1 2 0 3
PP4_RS17245 58 41 32 0 1320
PP4_RS17250 131 113 137 0 153
PP4_RS17255 247 211 230 0 306
PP4_RS17260 410 439 456 0 913
PP4_RS17265 24 34 18 0 100
PP4_RS17270 112 120 96 0 358
PP4_RS17275 492 525 507 0 418
PP4_RS17280 53 45 42 0 21
PP4_RS17285 53 80 47 0 57
PP4_RS17290 326 291 314 0 2946
PP4_RS17295 74 75 70 0 676
PP4_RS17300 0 0 0 0 0
PP4_RS17305 2 6 2 0 2
PP4_RS17310 0 0 0 0 0
PP4_RS17315 0 0 0 0 0
PP4_RS17320 0 0 0 0 0
PP4_RS17325 0 0 0 0 0
PP4_RS17330 0 0 0 0 0
PP4_RS17335 0 0 0 0 2
PP4_RS17340 0 0 0 0 1
PP4_RS17345 1 0 0 0 0
PP4_RS17350 0 0 0 0 0
PP4_RS17355 92 79 75 0 72
PP4_RS17360 33 29 26 0 10
PP4_RS17365 396 366 390 0 533
PP4_RS17370 416 471 420 0 779
PP4_RS17375 405 413 395 0 164
PP4_RS17380 154 184 153 0 1
PP4_RS17385 66 56 49 0 3
PP4_RS17390 225 230 208 0 260
PP4_RS17395 244 202 218 0 339
PP4_RS17400 18 26 17 0 13
PP4_RS17405 109 99 104 0 215
PP4_RS17410 13 15 14 0 21
PP4_RS17415 22 28 31 0 60
PP4_RS17420 56 53 65 0 8
PP4_RS17425 532 534 523 0 593
PP4_RS17430 19 16 13 0 13
PP4_RS17435 4 3 1 0 5
PP4_RS17440 20 24 27 0 31
PP4_RS17445 48 74 64 0 17
PP4_RS17450 54 51 53 0 2
PP4_RS17455 384 368 382 0 33
PP4_RS17460 73 85 76 0 128
PP4_RS17465 116 102 114 0 157
PP4_RS17470 185 172 183 0 227
PP4_RS17475 5644 5476 5689 0 7465
PP4_RS17480 283 280 287 0 256
PP4_RS17485 388 362 355 0 311
PP4_RS17490 811 801 771 0 179
PP4_RS17495 788 799 747 0 203
PP4_RS17500 263 275 271 0 37
PP4_RS17505 118 104 115 0 140
PP4_RS17510 126 119 103 0 174
PP4_RS17515 318 301 313 0 640
PP4_RS17520 147 135 129 0 310
PP4_RS17525 13 10 26 0 61
PP4_RS17530 165 163 189 0 528
PP4_RS17535 532 537 532 0 1485
PP4_RS17540 77 114 120 0 206
PP4_RS17545 11 8 8 0 4
PP4_RS17550 596 595 588 0 913
PP4_RS17555 254 232 240 0 223
PP4_RS17560 37635 37857 37922 0 20049
PP4_RS17565 769 756 741 0 2118
PP4_RS17570 8 2 7 0 11
PP4_RS17575 72 54 71 0 106
PP4_RS17580 29 35 31 0 81
PP4_RS17585 48 55 42 0 70
PP4_RS17590 104 89 119 0 189
PP4_RS17595 200 179 196 0 1115
PP4_RS17600 23 13 21 0 3
PP4_RS17605 35 31 36 0 42
PP4_RS17610 18 14 12 0 23
PP4_RS17615 225 207 204 0 55
PP4_RS17620 23 18 26 0 6
PP4_RS17625 52 73 51 0 53
PP4_RS17630 9 5 4 0 0
PP4_RS17635 67 61 74 0 263
PP4_RS17640 46 49 46 0 69
PP4_RS17645 525 551 564 0 283
PP4_RS17650 1265 1248 1279 0 719
PP4_RS17655 2368 2386 2367 0 5032
PP4_RS17660 2710 2720 2621 0 4603
PP4_RS17665 728 703 723 0 669
PP4_RS17670 2741 2709 2610 0 4674
PP4_RS17675 15 22 9 0 16
PP4_RS17680 0 0 0 0 0
PP4_RS17685 0 0 0 0 0
PP4_RS17690 2 2 0 0 3
PP4_RS17695 19 28 22 0 4
PP4_RS17700 2 0 0 0 0
PP4_RS17705 57 67 47 0 30
PP4_RS17710 205 224 198 0 725
PP4_RS17715 108 66 65 0 100
PP4_RS17720 1 1 1 0 1
PP4_RS17725 6 12 11 0 20
PP4_RS17730 2 6 2 0 16
PP4_RS17735 3 1 4 0 12
PP4_RS17740 5 6 2 0 14
PP4_RS17745 7 13 6 0 9
PP4_RS17750 45 58 68 0 88
PP4_RS17755 23 22 18 0 49
PP4_RS17760 19 25 25 0 51
PP4_RS17765 11 7 14 0 11
PP4_RS17770 5 7 5 0 2
PP4_RS17775 8 13 13 0 22
PP4_RS17780 62 62 71 0 15
PP4_RS17785 3 3 6 0 2
PP4_RS17790 183 176 172 0 75
PP4_RS17795 16 6 14 0 3
PP4_RS17800 10 19 9 0 0
PP4_RS17805 10 6 8 0 0
PP4_RS17810 2 6 12 0 11
PP4_RS17815 21 17 18 0 938
PP4_RS17820 1 1 0 0 0
PP4_RS17825 0 0 0 0 0
PP4_RS17830 0 0 0 0 0
PP4_RS17835 0 0 0 0 0
PP4_RS17840 15 20 21 0 18
PP4_RS17845 0 0 0 0 0
PP4_RS17850 0 0 0 0 0
PP4_RS17855 0 0 0 0 0
PP4_RS17860 0 0 0 0 0
PP4_RS17865 0 0 0 0 0
PP4_RS17870 2 0 1 0 0
PP4_RS17875 0 0 0 0 0
PP4_RS17880 0 0 0 0 0
PP4_RS17885 0 0 0 0 0
PP4_RS17890 0 0 0 0 0
PP4_RS17895 0 0 0 0 0
PP4_RS17900 0 0 0 0 0
PP4_RS17905 0 0 0 0 0
PP4_RS17910 0 0 0 0 0
PP4_RS17915 0 0 0 0 0
PP4_RS17920 0 0 0 0 0
PP4_RS17925 0 0 0 0 0
PP4_RS17930 0 0 0 0 0
PP4_RS17935 0 0 0 0 0
PP4_RS17940 0 0 0 0 0
PP4_RS17945 0 0 0 0 0
PP4_RS17955 1 2 1 0 0
PP4_RS17960 0 0 0 0 0
PP4_RS17965 0 1 0 0 0
PP4_RS17970 0 0 0 0 0
PP4_RS17975 0 0 0 0 0
PP4_RS17980 1 2 3 0 3
PP4_RS17985 8 11 4 0 21
PP4_RS17990 1 1 0 0 0
PP4_RS17995 4 4 2 0 51
PP4_RS18000 0 0 0 0 0
PP4_RS18005 57 53 61 0 5
PP4_RS18010 1 7 2 0 48
PP4_RS18015 21 23 28 0 12
PP4_RS18020 55 57 61 0 35
PP4_RS18025 144 136 135 0 90
PP4_RS18030 7 3 8 0 2
PP4_RS18035 4 3 11 0 1
PP4_RS18040 3 5 3 0 0
PP4_RS18045 39 47 38 0 116
PP4_RS18050 2 1 1 0 0
PP4_RS18055 16 14 10 0 21
PP4_RS18060 142 152 144 0 214
PP4_RS18065 23 22 30 0 10
PP4_RS18070 35 30 31 0 71
PP4_RS18075 2 1 1 0 0
PP4_RS18080 5 10 6 0 6
PP4_RS18085 2 1 5 0 0
PP4_RS18090 3 0 4 0 0
PP4_RS18095 47 40 45 0 83
PP4_RS18100 2 3 5 0 11
PP4_RS18105 11 10 9 0 22
PP4_RS18110 499 512 519 0 70
PP4_RS18115 218 215 212 0 14
PP4_RS18120 276 280 308 0 17
PP4_RS18125 122 143 121 0 3
PP4_RS18130 178 172 159 0 6
PP4_RS18135 0 0 0 0 0
PP4_RS18140 9 9 13 0 4
PP4_RS18145 16 8 20 0 82
PP4_RS18150 1 1 5 0 55
PP4_RS18155 13 7 5 0 30
PP4_RS18160 0 0 0 0 0
PP4_RS18165 0 0 0 0 0
PP4_RS18170 24 27 27 0 56
PP4_RS18175 89 90 103 0 21
PP4_RS18180 17 10 12 0 13
PP4_RS18185 2 7 11 0 10
PP4_RS18190 64 65 42 0 85
PP4_RS18195 8 5 6 0 5
PP4_RS18200 42 56 56 0 125
PP4_RS18205 12 10 11 0 1
PP4_RS18210 51 56 55 0 126
PP4_RS18215 23 25 34 0 37
PP4_RS18220 21 17 28 0 16
PP4_RS18225 31 28 29 0 18
PP4_RS18230 21 13 12 0 12
PP4_RS18235 65 80 79 0 39
PP4_RS18240 19 10 21 0 10
PP4_RS18245 21 33 13 0 15
PP4_RS18250 45 54 63 0 133
PP4_RS18255 253 251 214 0 344
PP4_RS18260 51 63 43 0 68
PP4_RS18265 492 511 483 0 125
PP4_RS18270 1 1 7 0 4
PP4_RS18275 92 111 100 0 419
PP4_RS18280 26 29 29 0 52
PP4_RS18285 5 7 6 0 5
PP4_RS18290 0 0 0 0 0
PP4_RS18295 0 0 0 0 0
PP4_RS18300 0 0 0 0 0
PP4_RS18310 0 0 0 0 0
PP4_RS18315 0 0 0 0 0
PP4_RS18320 0 0 0 0 0
PP4_RS18325 39 21 27 0 56
PP4_RS18330 65 70 58 0 45
PP4_RS18335 10 8 8 0 14
PP4_RS18340 8 5 8 0 12
PP4_RS18345 15 18 10 0 7
PP4_RS18350 2 2 2 0 2
PP4_RS18355 14 16 20 0 20
