ERR10671864-Aligned.out.sorted.bam ERR10671865-Aligned.out.sorted.bam ERR10671866-Aligned.out.sorted.bam ERR10671867-Aligned.out.sorted.bam SRR7405885-Aligned.out.sorted.bam
PP4_RS25715 88 65 78 0 65
PP4_RS25720 170 138 137 0 66
PP4_RS25725 8 16 15 0 0
PP4_RS25730 61 53 65 0 111
PP4_RS25735 193 174 186 0 498
PP4_RS25740 876 908 845 0 1720
PP4_RS25745 901 934 900 0 582
PP4_RS25750 14 19 23 0 36
PP4_RS25755 459 501 509 0 1192
PP4_RS25760 291 327 325 0 491
PP4_RS25765 1693 1746 1766 0 4108
PP4_RS25770 50 62 49 0 316
PP4_RS25775 26 32 21 0 248
PP4_RS25780 14 16 14 0 19
PP4_RS25785 46 50 41 0 103
PP4_RS25790 402 413 439 0 504
PP4_RS25795 53 45 41 0 113
PP4_RS25800 31 28 45 0 21
PP4_RS25805 558 528 549 0 469
PP4_RS25810 167 149 160 0 449
PP4_RS25815 214 278 247 0 585
PP4_RS25820 21 22 15 0 12
PP4_RS25825 17 21 16 0 34
PP4_RS25830 118 130 136 0 328
PP4_RS25835 169 177 164 0 428
PP4_RS25840 190 211 215 0 310
PP4_RS25845 25 24 10 0 52
PP4_RS25850 58 59 47 0 156
PP4_RS25855 77 87 82 0 311
PP4_RS25860 49 66 57 0 220
PP4_RS25865 81 66 85 0 196
PP4_RS25870 0 0 0 0 0
PP4_RS25875 0 0 0 0 0
PP4_RS25880 258 259 245 0 254
PP4_RS25885 3 5 5 0 0
PP4_RS25890 46 38 42 0 123
PP4_RS25895 80 64 62 0 34
PP4_RS25900 185 187 158 0 313
PP4_RS25905 123 141 133 0 320
PP4_RS25910 536 520 525 0 2214
PP4_RS25915 427 389 431 0 875
PP4_RS25920 209 229 214 0 176
PP4_RS25925 96 104 77 0 150
PP4_RS25930 63 47 52 0 54
PP4_RS25935 0 0 0 0 0
PP4_RS25940 0 0 0 0 0
PP4_RS25945 0 0 0 0 0
PP4_RS25950 155 183 154 0 500
PP4_RS25955 593 539 539 0 1146
PP4_RS25960 14 14 18 0 57
PP4_RS25965 882 861 825 0 1045
PP4_RS25970 29 36 32 0 84
PP4_RS25975 608 617 569 0 548
PP4_RS25980 47 49 60 0 74
PP4_RS25985 91 101 101 0 176
PP4_RS25990 81 68 75 0 48
PP4_RS25995 8 6 13 0 2
PP4_RS26000 38 30 29 0 102
PP4_RS26005 84 94 86 0 393
PP4_RS26010 182 163 175 0 275
PP4_RS26015 126 132 117 0 375
PP4_RS26020 69 71 80 0 118
PP4_RS26025 147 143 153 0 106
PP4_RS26030 113 99 119 0 148
PP4_RS26035 78 94 105 0 287
PP4_RS26040 9 17 11 0 39
PP4_RS26045 156 130 157 0 207
PP4_RS26050 269 299 253 0 498
PP4_RS26055 49 47 39 0 102
PP4_RS26060 26 20 18 0 40
PP4_RS26065 12 14 22 0 14
PP4_RS26070 2477 2491 2434 0 8950
PP4_RS26075 202 210 202 0 246
PP4_RS26080 154 136 147 0 311
PP4_RS26085 258 235 250 0 380
PP4_RS26090 51 41 57 0 607
PP4_RS26095 59 51 64 0 101
PP4_RS26100 22 30 23 0 36
PP4_RS26105 84 70 74 0 99
PP4_RS26110 183 163 168 0 274
PP4_RS26115 128 119 120 0 402
PP4_RS26120 28 24 32 0 33
PP4_RS26125 5 3 3 0 0
PP4_RS26130 30 29 20 0 23
PP4_RS26135 187 164 173 0 430
PP4_RS26140 163 147 170 0 103
PP4_RS26145 57 35 47 0 25
PP4_RS26150 49 46 46 0 82
PP4_RS26155 277 297 254 0 514
PP4_RS26160 575 564 579 0 1924
PP4_RS26165 30 28 38 0 66
PP4_RS26170 56 52 52 0 139
PP4_RS26175 33 27 30 0 12
PP4_RS26180 53 45 60 0 128
PP4_RS26185 86 68 70 0 103
PP4_RS26190 0 1 0 0 0
PP4_RS26195 10 6 3 0 9
PP4_RS26200 9 11 9 0 11
PP4_RS26205 6 4 5 0 29
PP4_RS26210 1 0 0 0 0
PP4_RS26215 34 27 30 0 777
PP4_RS26220 187 189 192 0 5936
PP4_RS26225 46 37 50 0 78
PP4_RS26230 241 221 234 0 532
PP4_RS26235 30 26 39 0 137
PP4_RS26240 32 30 34 0 230
PP4_RS26245 18 29 13 0 1
PP4_RS26250 1192 1141 1091 0 1684
PP4_RS26255 351 388 380 0 592
PP4_RS26260 29 29 41 0 102
PP4_RS26265 85 79 77 0 132
PP4_RS26270 89 115 98 0 89
PP4_RS26275 112 105 94 0 273
PP4_RS26280 25 20 13 0 18
PP4_RS26285 52 46 47 0 243
PP4_RS26290 409 435 420 0 305
PP4_RS26295 344 342 320 0 601
PP4_RS26300 410 422 411 0 1783
PP4_RS26305 773 747 667 0 335
PP4_RS26310 73 74 91 0 153
PP4_RS26315 1 2 2 0 0
PP4_RS26320 11 7 12 0 8
PP4_RS26325 52 49 50 0 145
PP4_RS26330 33 30 34 0 56
PP4_RS26335 17 9 12 0 1
PP4_RS26340 42 48 40 0 46
PP4_RS26345 28 32 38 0 54
PP4_RS26350 0 0 1 0 0
PP4_RS26355 0 0 0 0 0
PP4_RS26360 0 0 0 0 0
PP4_RS26365 0 0 0 0 0
PP4_RS26370 27 31 42 0 199
PP4_RS26375 5 5 6 0 57
PP4_RS26380 26 22 30 0 170
PP4_RS26385 0 0 0 0 0
PP4_RS26390 0 0 0 0 0
PP4_RS26395 0 0 0 0 0
PP4_RS26400 90 105 75 0 247
PP4_RS26405 17 11 11 0 75
PP4_RS26410 13 17 8 0 133
PP4_RS26415 46 37 36 0 939
PP4_RS26420 9 7 15 0 371
PP4_RS26425 316 348 321 0 638
PP4_RS26430 64 61 45 0 151
PP4_RS26435 183 177 179 0 717
PP4_RS26445 5 4 4 0 0
PP4_RS26450 334 347 354 0 242
PP4_RS26455 395 390 385 0 153
PP4_RS26460 531 517 516 0 429
PP4_RS26465 387 378 343 0 430
PP4_RS26470 2951 3048 2995 0 1080
PP4_RS26475 392 379 345 0 205
PP4_RS26480 346 352 386 0 352
PP4_RS26485 1009 1045 969 0 1429
PP4_RS26490 93 107 105 0 327
PP4_RS26495 173 153 170 0 323
PP4_RS26500 182 155 173 0 417
PP4_RS26505 25 33 33 0 5
PP4_RS26510 1 0 1 0 87
PP4_RS26515 23 15 20 0 39
PP4_RS26520 70 67 61 0 151
PP4_RS26525 488 419 428 0 955
PP4_RS26530 202 223 181 0 262
PP4_RS26535 301 297 322 0 329
PP4_RS26540 8 11 11 0 23
PP4_RS26545 976 996 975 0 589
PP4_RS26550 126 106 103 0 238
PP4_RS26555 46 32 37 0 44
PP4_RS26560 141 141 139 0 72
PP4_RS26565 335 332 362 0 538
PP4_RS26570 157 132 160 0 373
PP4_RS26575 144 161 161 0 235
PP4_RS26580 164 151 166 0 152
PP4_RS26585 53 74 75 0 273
PP4_RS26590 37 35 41 0 16
PP4_RS26595 1018 1074 1065 0 199
PP4_RS26600 521 500 488 0 156
PP4_RS26605 163 180 148 0 111
PP4_RS26610 62 63 57 0 84
PP4_RS26615 72 98 82 0 129
PP4_RS26620 136 125 121 0 114
PP4_RS26625 70 73 69 0 73
PP4_RS26630 329 304 331 0 517
PP4_RS26635 0 0 0 0 0
PP4_RS26640 1 0 0 0 0
PP4_RS26645 1057 1045 1088 0 2295
PP4_RS26650 727 725 742 0 631
PP4_RS26655 333 374 363 0 583
PP4_RS26660 382 380 352 0 909
PP4_RS26675 198 198 208 0 162
PP4_RS26680 43 38 41 0 92
PP4_RS26685 66 66 68 0 35
PP4_RS26690 97 89 95 0 60
PP4_RS26695 9 9 8 0 9
PP4_RS26700 48 56 36 0 137
PP4_RS26710 233 220 212 0 299
PP4_RS26715 166 158 163 0 420
PP4_RS26720 150 180 182 0 266
PP4_RS26725 52 58 68 0 67
PP4_RS26730 35 41 38 0 13
PP4_RS26735 615 584 645 0 1529
PP4_RS26740 55 60 69 0 450
PP4_RS26745 1445 1456 1501 0 1394
PP4_RS26750 33 14 12 0 112
PP4_RS26755 0 0 0 0 0
PP4_RS26760 17 21 20 0 0
PP4_RS26765 18 17 17 0 123
PP4_RS26770 20 24 27 0 29
PP4_RS26780 8 6 4 0 13
PP4_RS26785 29 29 18 0 62
PP4_RS26790 180 166 169 0 117
PP4_RS26795 4 2 2 0 0
PP4_RS26800 9 8 8 0 10
PP4_RS26805 21 28 22 0 12
PP4_RS26810 1417 1388 1371 0 88
PP4_RS26815 8841 9159 9108 0 450
PP4_RS26820 90 90 86 0 61
PP4_RS26825 450 403 405 0 66
PP4_RS26830 12 12 13 0 5
PP4_RS26835 106 94 85 0 38
PP4_RS26840 19 20 19 0 17
PP4_RS26845 204 168 150 0 358
PP4_RS26850 61 65 44 0 141
PP4_RS26855 15 18 3 0 32
PP4_RS26860 670 676 653 0 853
PP4_RS26865 108 105 115 0 146
PP4_RS26870 180 177 181 0 114
PP4_RS26875 1110 1191 1226 0 693
PP4_RS26880 90 82 93 0 83
PP4_RS26885 17 15 11 0 19
PP4_RS26890 35 21 26 0 43
PP4_RS26895 4 9 12 0 23
PP4_RS26900 35 22 29 0 23
PP4_RS26905 22 18 30 0 65
PP4_RS26910 15 13 28 0 10
PP4_RS26915 1103 1080 1064 0 938
PP4_RS26920 102 96 85 0 39
PP4_RS26925 317 253 285 0 79
PP4_RS26930 1528 1583 1583 0 1459
PP4_RS26935 231 232 221 0 259
PP4_RS26940 2 2 0 0 0
PP4_RS26945 119 108 116 0 844
PP4_RS26950 25 27 21 0 133
PP4_RS26955 273 308 291 0 923
PP4_RS26960 340 343 381 0 896
PP4_RS26965 222 230 246 0 446
PP4_RS26970 1241 1289 1244 0 1323
PP4_RS26975 455 456 505 0 661
PP4_RS26980 97 123 102 0 248
PP4_RS26985 83 98 100 0 44
PP4_RS26990 109 105 104 0 68
PP4_RS26995 20 25 22 0 10
PP4_RS27000 135 147 128 0 181
PP4_RS27005 57 54 60 0 45
PP4_RS27010 438 439 451 0 990
PP4_RS27015 750 819 747 0 1654
PP4_RS27020 379 409 428 0 654
PP4_RS27025 95 98 88 0 84
PP4_RS27030 49 57 43 0 18
PP4_RS27035 174 173 177 0 470
PP4_RS27040 171 134 176 0 113
PP4_RS27045 126 104 115 0 267
PP4_RS27050 200 189 180 0 389
PP4_RS27055 82 105 107 0 212
PP4_RS27060 145 160 169 0 241
PP4_RS27065 19 25 24 0 23
PP4_RS27070 158 161 131 0 203
PP4_RS27075 127 116 125 0 195
PP4_RS27080 29 19 23 0 23
PP4_RS27085 12 17 12 0 26
PP4_RS27090 63 47 36 0 14
PP4_RS27095 0 0 0 0 0
PP4_RS27100 476 437 426 0 559
PP4_RS27105 76 86 88 0 628
PP4_RS27110 59 49 58 0 144
PP4_RS27115 67 62 71 0 175
PP4_RS27120 84 107 75 0 499
PP4_RS27125 134 135 140 0 190
PP4_RS27130 72 61 63 0 149
PP4_RS27135 101 125 110 0 318
PP4_RS27140 57 60 63 0 341
PP4_RS27145 92 100 98 0 347
PP4_RS27150 55 69 68 0 2624
PP4_RS27155 37 50 35 0 43
PP4_RS27160 264 295 268 0 516
PP4_RS27165 145 160 150 0 119
PP4_RS27170 60 63 79 0 78
PP4_RS27175 243 221 242 0 392
PP4_RS27180 296 263 246 0 244
PP4_RS27185 162 115 147 0 256
PP4_RS27190 65 70 55 0 75
PP4_RS27195 2323 2473 2380 0 47
PP4_RS27200 19 9 14 0 9
PP4_RS27205 9 3 6 0 5
PP4_RS27210 39 33 49 0 185
PP4_RS27215 0 5 1 0 1
PP4_RS27220 17 24 19 0 5
PP4_RS27225 94 104 99 0 24
PP4_RS27230 64 53 50 0 16
PP4_RS27235 1740 1711 1684 0 671
PP4_RS27240 2553 2492 2518 0 663
PP4_RS27245 19 24 19 0 28
PP4_RS27250 229 273 253 0 350
PP4_RS27255 74 85 68 0 18
PP4_RS27260 0 0 0 0 0
PP4_RS27265 519 543 538 0 924
PP4_RS27270 1642 1563 1546 0 6167
PP4_RS27275 117 95 95 0 149
PP4_RS27280 164 162 175 0 245
PP4_RS27290 78 90 68 0 89
PP4_RS27295 145 136 141 0 52
PP4_RS27300 147 132 145 0 86
PP4_RS27305 1 0 2 0 0
PP4_RS27310 0 0 0 0 0
PP4_RS27315 7 2 7 0 0
PP4_RS27320 2 2 4 0 1
PP4_RS27325 0 0 0 0 0
PP4_RS27330 27 21 22 0 42
PP4_RS27335 44 51 43 0 12
PP4_RS27340 438 496 414 0 61
PP4_RS27345 133 135 138 0 158
PP4_RS27350 80 75 81 0 14
PP4_RS27355 8 9 12 0 8
PP4_RS27360 237 241 243 0 353
PP4_RS27365 1323 1353 1387 0 919
PP4_RS27370 9306 9153 9034 0 4599
PP4_RS27375 3798 3683 3711 0 1788
PP4_RS27380 7761 7881 7845 0 5930
PP4_RS27385 2318 2295 2293 0 1306
PP4_RS27390 3464 3655 3601 0 1926
PP4_RS27395 1977 1958 2011 0 2261
PP4_RS27400 1094 1096 981 0 2072
PP4_RS27405 315 329 315 0 1043
PP4_RS27410 486 474 476 0 472
PP4_RS27415 335 289 290 0 453
PP4_RS27420 161 182 174 0 184
PP4_RS27425 830 885 766 0 904
PP4_RS27430 149 144 140 0 110
PP4_RS27435 524 501 544 0 1272
PP4_RS27475 6 6 4 0 0
PP4_RS27480 0 0 0 0 0
PP4_RS27485 0 0 0 0 0
PP4_RS27490 2 0 0 0 0
PP4_RS27495 0 0 1 0 0
PP4_RS27500 0 0 0 0 0
PP4_RS27530 0 0 0 0 0
PP4_RS27535 106 94 76 0 52
PP4_RS27550 68027 68456 68636 0 60354
PP4_RS27555 10 16 16 0 7
PP4_RS27560 69 59 56 0 68
PP4_RS27565 0 0 0 0 0
PP4_RS27570 246 209 193 0 95
PP4_RS27575 8 2 6 0 3
PP4_RS27595 43 53 50 0 26
PP4_RS27605 10 15 10 0 1
PP4_RS27610 41 41 40 0 37
PP4_RS27615 310810 311255 312674 0 260375
PP4_RS27620 1589 1651 1624 0 178
PP4_RS27625 13 16 21 0 3209
PP4_RS27630 5 2 4 0 100
PP4_RS27635 409 374 428 0 936
PP4_RS27650 53 53 62 0 14
PP4_RS27655 3 3 4 0 2
PP4_RS27660 0 0 0 0 0
PP4_RS27700 26 30 29 0 101
PP4_RS27705 0 0 0 0 0
PP4_RS27710 2 3 0 0 0
PP4_RS27735 0 0 0 0 0
PP4_RS27745 0 0 0 0 0
PP4_RS27760 0 0 2 0 0
PP4_RS27775 0 0 0 0 0
PP4_RS27820 1 2 0 0 0
PP4_RS27825 0 0 0 0 0
PP4_RS27830 0 0 0 0 1
PP4_RS27860 0 0 0 0 0
PP4_RS27880 0 0 0 0 0
PP4_RS27910 0 1 0 0 0
PP4_RS27915 0 0 0 0 0
PP4_RS27930 0 0 0 0 0
PP4_RS27945 1 0 0 0 0
PP4_RS27950 1 0 0 0 0
PP4_RS27970 0 0 0 0 0
PP4_RS27975 0 0 0 0 0
PP4_RS27980 16 9 6 0 1
PP4_RS27985 14 11 13 0 18
PP4_RS28005 0 0 0 0 0
PP4_RS28010 1 0 0 0 0
PP4_RS28015 0 0 0 0 0
PP4_RS28020 0 0 0 0 0
PP4_RS28025 0 0 0 0 0
PP4_RS28030 0 0 0 0 0
PP4_RS28065 0 0 0 0 0
PP4_RS28070 2 3 4 0 0
PP4_RS28085 0 0 1 0 0
PP4_RS28090 0 0 0 0 1
PP4_RS28120 0 0 0 0 0
PP4_RS28125 0 0 0 0 0
PP4_RS28130 0 0 0 0 0
PP4_RS28140 0 0 0 0 0
PP4_RS28150 63662 64827 63996 0 21114
PP4_RS28160 14 16 26 0 16
PP4_RS28175 0 0 1 0 0
PP4_RS28190 2733 2778 2621 0 3301
PP4_RS28200 77 83 97 0 485
PP4_RS28240 110 140 137 0 112
PP4_RS28255 0 1 0 0 0
PP4_RS28275 0 0 0 0 0
PP4_RS28280 1 0 0 0 0
PP4_RS28285 0 0 0 0 1
PP4_RS28290 1 0 0 0 0
PP4_RS28310 0 0 0 0 0
PP4_RS28320 0 0 0 0 0
PP4_RS28325 0 0 0 0 0
PP4_RS28330 0 0 0 0 0
PP4_RS28340 0 0 0 0 0
PP4_RS28360 0 0 0 0 0
PP4_RS28370 1 0 0 0 0
PP4_RS28390 29 45 40 0 96
PP4_RS28395 0 0 0 0 0
PP4_RS28400 0 0 0 0 0
PP4_RS28415 9 8 10 0 0
PP4_RS28420 24 27 28 0 33
PP4_RS28425 381 359 393 0 386
PP4_RS28430 252 226 228 0 362
PP4_RS28475 0 0 0 0 0
PP4_RS28505 0 0 0 0 0
PP4_RS28510 1 1 1 0 0
PP4_RS28515 48 72 55 0 59
PP4_RS28520 0 0 0 0 0
PP4_RS28525 0 0 0 0 0
PP4_RS28635 0 0 0 0 0
PP4_RS28720 0 0 0 0 0
PP4_RS28820 0 0 0 0 0
PP4_RS28840 0 0 0 0 0
PP4_RS28945 0 0 0 0 0
PP4_RS29035 0 0 1 0 0
PP4_RS29045 4 5 0 0 2
PP4_RS29075 261 282 299 0 352
PP4_RS29110 0 0 0 0 0
PP4_RS29120 9 12 13 0 16
PP4_RS29135 0 0 0 0 2
PP4_RS29180 0 0 0 0 0
PP4_RS29245 0 0 0 0 0
PP4_RS29250 0 0 0 0 0
PP4_RS29255 1 0 0 0 0
PP4_RS29265 0 0 0 0 0
PP4_RS29270 0 0 0 0 0
PP4_RS29275 0 0 0 0 0
PP4_RS29280 10 6 12 0 13
PP4_RS29290 165 152 153 0 98
PP4_RS29295 28 28 35 0 27
PP4_RS29300 7 4 4 0 14
PP4_RS29315 57 79 67 0 43
PP4_RS29320 53 54 38 0 105
PP4_RS29325 42 31 33 0 38
PP4_RS29330 231 256 239 0 151
PP4_RS29340 2 2 3 0 0
PP4_RS29345 28 30 35 0 51
PP4_RS29350 0 0 0 0 0
PP4_RS29365 3 6 2 0 4
PP4_RS29370 0 0 0 0 0
PP4_RS29375 0 0 0 0 0
PP4_RS29380 0 0 0 0 0
PP4_RS29385 0 0 0 0 0
PP4_RS29390 320 321 322 0 1726
PP4_RS29395 39 23 30 0 665
PP4_RS29400 125 117 109 0 31
PP4_RS29405 4 1 2 0 6
PP4_RS29415 54 54 50 0 68
PP4_RS29420 506 549 550 0 753
PP4_RS29435 0 1 0 0 1
PP4_RS29445 0 0 0 0 0
PP4_RS29450 0 0 0 0 0
PP4_RS29455 0 0 0 0 0
PP4_RS29460 0 0 0 0 0
PP4_RS29465 0 0 0 0 0
PP4_RS29470 2 3 5 0 0
PP4_RS29475 1 1 1 0 0
PP4_RS29500 0 0 0 0 0
PP4_RS29505 0 0 0 0 0
PP4_RS29510 0 0 0 0 0
PP4_RS29515 33 27 23 0 0
PP4_RS29520 0 0 0 0 0
PP4_RS29525 21 22 25 0 15
PP4_RS29530 0 0 0 0 0
PP4_RS29535 0 0 1 0 0
PP4_RS29540 12 6 8 0 10
PP4_RS29545 0 0 0 0 0
PP4_RS29550 0 0 0 0 0
PP4_RS29565 0 0 0 0 0
PP4_RS29570 0 0 0 0 0
PP4_RS29575 0 0 0 0 0
PP4_RS29580 0 0 0 0 0
PP4_RS29585 0 0 0 0 0
PP4_RS29590 0 0 0 0 0
PP4_RS29605 0 0 0 0 0
PP4_RS29610 0 0 0 0 0
PP4_RS29615 0 0 0 0 0
PP4_RS29620 0 0 0 0 0
PP4_RS29625 0 0 0 0 0
PP4_RS29630 0 0 0 0 0
PP4_RS29640 25 43 36 0 106
PP4_RS29645 0 0 0 0 2
PP4_RS29650 829 862 889 0 222
PP4_RS29655 112 123 99 0 61
PP4_RS29660 195 183 189 0 279
PP4_RS29665 0 0 0 0 0
PP4_RS29670 628 571 624 0 766
PP4_RS29675 339 353 316 0 692
PP4_RS29680 0 0 0 0 0
PP4_RS29685 0 0 0 0 0
PP4_RS29690 0 0 0 0 0
PP4_RS29695 0 0 0 0 0
PP4_RS29700 0 1 0 0 0
